Ids:	[11;10;9;8;7;6;5;4;3;2;1;0;]
Wavefunction:
0:	2.08807e-31	-8.60692e-32
1:	-1.0598e-32	2.06593e-32
2:	-3.61665e-32	1.15615e-32
3:	1.9968e-34	-6.83963e-34
4:	-3.57925e-32	7.92651e-33
5:	3.25575e-34	-2.90246e-34
6:	9.28705e-34	5.28023e-34
7:	-8.37952e-34	-1.16306e-33
8:	-3.298e-32	1.22619e-32
9:	6.45353e-34	3.4477e-34
10:	-4.9671e-35	-1.34962e-33
11:	6.33288e-34	5.18176e-34
12:	-4.97278e-34	2.15678e-33
13:	5.78868e-34	-4.62092e-34
14:	-1.24897e-33	-2.68929e-33
15:	1.28854e-33	6.34387e-34
16:	-3.52386e-32	1.25469e-32
17:	1.22746e-33	2.13701e-34
18:	1.66497e-33	5.23731e-34
19:	-1.84588e-34	-4.80663e-34
20:	-4.33113e-33	-3.55661e-34
21:	2.94767e-34	-5.90817e-34
22:	1.59712e-33	-6.9246e-34
23:	-1.05654e-33	4.89223e-34
24:	-2.71004e-34	-1.72501e-33
25:	7.93846e-34	6.89697e-34
26:	-8.73247e-34	-2.82371e-33
27:	1.3544e-33	1.97121e-33
28:	-2.31349e-33	5.24518e-33
29:	4.30976e-35	-6.88143e-34
30:	-7.3927e-34	-1.95183e-33
31:	1.41673e-33	-8.12134e-34
32:	-3.29394e-32	6.03055e-34
33:	-1.92126e-35	-8.11716e-34
34:	2.25088e-34	-1.17729e-34
35:	4.79165e-34	4.57295e-35
36:	-1.08268e-34	-1.61642e-33
37:	1.23388e-33	1.15724e-33
38:	1.22747e-33	2.44561e-33
39:	-7.68444e-34	-4.43133e-34
40:	-4.94374e-34	2.44074e-33
41:	-4.81261e-34	-3.01424e-34
42:	3.35995e-33	2.18375e-33
43:	-1.55076e-33	-1.06357e-33
44:	-1.10556e-34	-4.14537e-33
45:	2.84646e-35	7.68235e-34
46:	5.4063e-34	2.38512e-33
47:	-1.31057e-33	-8.04502e-34
48:	7.63976e-35	8.45418e-33
49:	9.8934e-34	-3.57804e-34
50:	-2.56013e-33	-2.56041e-33
51:	-3.46351e-34	3.35222e-34
52:	-1.5046e-33	1.43026e-33
53:	-6.54469e-34	-8.49808e-35
54:	1.22861e-33	-5.66272e-34
55:	9.95143e-34	6.5235e-34
56:	-1.94219e-33	-5.67862e-33
57:	-6.45975e-34	5.16526e-34
58:	-7.32494e-35	-3.01396e-34
59:	3.04394e-34	-5.80673e-35
60:	3.31293e-33	4.33236e-34
61:	6.77734e-34	-7.66894e-35
62:	-5.95846e-34	2.33979e-33
63:	2.82758e-34	-1.28547e-33
64:	-2.53459e-32	2.97187e-33
65:	-1.47144e-33	-2.5075e-34
66:	-2.65514e-34	2.65103e-33
67:	-6.86985e-34	-8.35721e-34
68:	-1.70936e-33	1.40665e-33
69:	1.00838e-33	2.92342e-35
70:	6.13037e-34	1.20522e-33
71:	1.24983e-34	-1.01107e-33
72:	-1.14107e-33	2.92244e-33
73:	-8.77303e-34	6.39637e-34
74:	-9.94613e-34	-8.87799e-34
75:	1.0529e-33	3.77762e-34
76:	1.32703e-33	-2.4593e-33
77:	-9.34069e-34	-5.1379e-34
78:	7.10381e-34	2.84629e-33
79:	1.07884e-34	-8.14616e-34
80:	-1.43262e-33	8.01158e-33
81:	-2.02575e-35	5.17817e-35
82:	1.0398e-33	-2.48611e-33
83:	-1.00252e-33	5.32382e-34
84:	9.52027e-34	2.12989e-34
85:	3.38468e-34	-3.40837e-34
86:	-1.29287e-33	1.68951e-33
87:	-2.24079e-34	-2.01912e-34
88:	4.74747e-34	-6.29056e-34
89:	9.20964e-34	1.21016e-33
90:	-7.75972e-34	-1.55912e-33
91:	-6.18321e-34	2.07789e-34
92:	-1.37602e-33	-2.47021e-33
93:	1.17168e-33	9.36833e-34
94:	-8.51667e-34	2.94614e-33
95:	1.01296e-35	-1.82293e-33
96:	1.04288e-32	-4.87468e-33
97:	2.31268e-34	6.18667e-34
98:	-2.07289e-33	3.29245e-33
99:	-1.08967e-34	-5.38914e-34
100:	-5.05271e-34	2.19453e-33
101:	-1.93996e-34	5.71684e-35
102:	6.38542e-34	-1.81718e-33
103:	-1.32674e-33	-6.25865e-34
104:	2.23154e-33	5.00182e-33
105:	-8.94402e-34	-1.78384e-34
106:	-7.73099e-34	-1.51179e-33
107:	2.40224e-34	-2.70604e-34
108:	-3.39988e-33	-1.85537e-34
109:	3.23979e-34	-4.68307e-34
110:	1.75831e-33	2.6986e-34
111:	-5.71868e-34	3.36425e-34
112:	-1.88591e-33	2.19993e-33
113:	-2.99645e-34	1.54311e-33
114:	-1.58863e-33	6.39408e-34
115:	1.01906e-33	-8.72083e-34
116:	-2.8215e-33	-3.32441e-34
117:	6.32204e-34	3.32031e-34
118:	9.46021e-34	9.39305e-34
119:	7.61047e-35	-1.09381e-34
120:	3.03705e-33	-4.08898e-33
121:	6.00128e-34	1.14995e-33
122:	-1.18939e-34	2.40394e-33
123:	4.05875e-35	-2.18035e-34
124:	-2.69667e-33	-1.62896e-33
125:	-3.82783e-34	6.07268e-34
126:	1.38478e-33	-5.6838e-35
127:	-2.56246e-34	2.65501e-34
128:	0.5	3.50211e-16
129:	0.5	3.50211e-16
130:	-9.85323e-16	-1.33702e-16
131:	-9.85323e-16	-1.33702e-16
132:	-1.02696e-15	-1.38825e-16
133:	-1.02696e-15	-1.38825e-16
134:	-9.71445e-17	-6.52184e-18
135:	-9.71445e-17	-6.52184e-18
136:	-9.71445e-16	-1.47192e-16
137:	-9.71445e-16	-1.47192e-16
138:	-6.93889e-17	-5.2265e-18
139:	-6.93889e-17	-5.2265e-18
140:	-8.32667e-17	4.19043e-18
141:	-8.32667e-17	4.19043e-18
142:	4.16334e-17	-1.5674e-18
143:	4.16334e-17	-1.5674e-18
144:	-1.01459e-15	-1.39807e-16
145:	-1.01459e-15	-1.39807e-16
146:	-1.82339e-17	4.43832e-19
147:	-1.82339e-17	4.43832e-19
148:	2.74641e-17	-1.56225e-18
149:	2.74641e-17	-1.56225e-18
150:	1.18542e-16	-3.21094e-18
151:	1.18542e-16	-3.21094e-18
152:	-4.09808e-17	-6.84867e-18
153:	-4.09808e-17	-6.84867e-18
154:	-1.34992e-18	-4.43932e-18
155:	-1.34992e-18	-4.43932e-18
156:	5.71799e-17	-2.02263e-18
157:	5.71799e-17	-2.02263e-18
158:	3.72349e-17	-3.48238e-18
159:	3.72349e-17	-3.48238e-18
160:	-7.02339e-16	-1.38236e-16
161:	-7.02339e-16	-1.38236e-16
162:	-4.59895e-17	1.66521e-18
163:	-4.59895e-17	1.66521e-18
164:	5.52197e-17	2.03262e-19
165:	5.52197e-17	2.03262e-19
166:	-1.32975e-17	-4.42241e-18
167:	-1.32975e-17	-4.42241e-18
168:	9.08581e-17	-2.35866e-18
169:	9.08581e-17	-2.35866e-18
170:	-6.38e-17	-5.61845e-18
171:	-6.38e-17	-5.61845e-18
172:	1.26569e-16	4.87239e-18
173:	1.26569e-16	4.87239e-18
174:	-7.37874e-17	2.35147e-18
175:	-7.37874e-17	2.35147e-18
176:	1.40289e-16	-1.32065e-17
177:	1.40289e-16	-1.32065e-17
178:	-1.64605e-17	-2.15405e-18
179:	-1.64605e-17	-2.15405e-18
180:	8.35582e-17	-1.53202e-19
181:	8.35582e-17	-1.53202e-19
182:	-5.60915e-17	3.85489e-18
183:	-5.60915e-17	3.85489e-18
184:	-1.29022e-16	1.78066e-18
185:	-1.29022e-16	1.78066e-18
186:	3.25749e-17	-2.23223e-18
187:	3.25749e-17	-2.23223e-18
188:	-2.59548e-17	-3.3176e-18
189:	-2.59548e-17	-3.3176e-18
190:	-6.84599e-17	-1.03914e-18
191:	-6.84599e-17	-1.03914e-18
192:	-4.73356e-16	-1.33872e-16
193:	-4.73356e-16	-1.33872e-16
194:	9.52164e-18	2.43014e-18
195:	9.52164e-18	2.43014e-18
196:	-1.39069e-16	7.89237e-18
197:	-1.39069e-16	7.89237e-18
198:	9.07859e-17	-2.00702e-18
199:	9.07859e-17	-2.00702e-18
200:	-2.3527e-16	-2.24696e-18
201:	-2.3527e-16	-2.24696e-18
202:	-8.28881e-18	2.8148e-18
203:	-8.28881e-18	2.8148e-18
204:	1.12691e-16	-2.67757e-18
205:	1.12691e-16	-2.67757e-18
206:	-9.46041e-17	-2.45325e-18
207:	-9.46041e-17	-2.45325e-18
208:	2.23276e-17	-1.0813e-17
209:	2.23276e-17	-1.0813e-17
210:	-9.27884e-17	-6.9371e-18
211:	-9.27884e-17	-6.9371e-18
212:	-6.90975e-17	-1.06833e-18
213:	-6.90975e-17	-1.06833e-18
214:	6.35859e-18	-5.92605e-18
215:	6.35859e-18	-5.92605e-18
216:	9.99614e-17	4.15607e-19
217:	9.99614e-17	4.15607e-19
218:	-2.98751e-17	-2.12615e-18
219:	-2.98751e-17	-2.12615e-18
220:	-1.43916e-16	3.41484e-18
221:	-1.43916e-16	3.41484e-18
222:	9.29003e-19	3.81613e-18
223:	9.29003e-19	3.81613e-18
224:	-2.97141e-17	-9.9071e-18
225:	-2.97141e-17	-9.9071e-18
226:	-1.993e-17	1.00733e-18
227:	-1.993e-17	1.00733e-18
228:	-2.39947e-17	1.87631e-18
229:	-2.39947e-17	1.87631e-18
230:	1.67669e-17	1.62937e-19
231:	1.67669e-17	1.62937e-19
232:	-1.10609e-17	1.70289e-18
233:	-1.10609e-17	1.70289e-18
234:	4.81936e-18	1.78555e-18
235:	4.81936e-18	1.78555e-18
236:	-8.84049e-17	7.24781e-19
237:	-8.84049e-17	7.24781e-19
238:	-2.68266e-17	-2.7234e-18
239:	-2.68266e-17	-2.7234e-18
240:	-7.78388e-17	-6.24367e-18
241:	-7.78388e-17	-6.24367e-18
242:	3.72772e-17	7.09359e-20
243:	3.72772e-17	7.09359e-20
244:	1.35864e-17	1.63146e-18
245:	1.35864e-17	1.63146e-18
246:	7.5192e-18	-4.62451e-18
247:	7.5192e-18	-4.62451e-18
248:	-1.45064e-16	-2.52301e-18
249:	-1.45064e-16	-2.52301e-18
250:	-8.46166e-17	9.46473e-19
251:	-8.46166e-17	9.46473e-19
252:	-5.27019e-18	-4.11819e-19
253:	-5.27019e-18	-4.11819e-19
254:	2.54044e-18	-3.00182e-19
255:	2.54044e-18	-3.00182e-19
256:	4.87123e-33	-2.17496e-32
257:	-3.71833e-32	3.4463e-32
258:	1.90746e-33	3.15017e-33
259:	4.442e-33	-4.1068e-33
260:	1.2466e-33	1.70246e-33
261:	4.65444e-33	-2.56006e-33
262:	-1.46856e-34	-5.51324e-34
263:	1.35529e-34	-5.95073e-34
264:	3.1243e-33	3.95605e-33
265:	1.47029e-33	-6.73648e-33
266:	6.94982e-34	1.13244e-33
267:	-7.10653e-34	-1.28255e-33
268:	-1.73522e-33	-6.82239e-34
269:	2.69525e-34	1.68864e-33
270:	3.44524e-34	1.11685e-33
271:	2.79926e-34	-2.85378e-34
272:	-2.37445e-34	2.21575e-33
273:	2.36509e-33	-2.86636e-33
274:	-2.76737e-34	-1.22999e-33
275:	1.89866e-35	9.32449e-35
276:	-3.76077e-34	2.052e-34
277:	-5.68889e-34	-1.80876e-33
278:	-2.24824e-34	5.08985e-34
279:	9.04427e-34	9.23455e-34
280:	1.76792e-33	2.82736e-34
281:	-3.58515e-34	-5.89821e-34
282:	-6.04565e-36	1.06506e-33
283:	1.01458e-35	2.01651e-34
284:	-5.03888e-34	7.35988e-34
285:	2.6974e-34	-1.69946e-33
286:	2.13307e-34	-9.08858e-34
287:	-3.93536e-34	1.69682e-33
288:	1.02378e-33	-1.00459e-33
289:	3.89154e-33	-5.11662e-35
290:	1.06108e-33	3.78635e-34
291:	-2.83922e-34	1.99797e-34
292:	8.19771e-34	-1.27323e-33
293:	-4.2221e-34	7.17659e-34
294:	-1.33268e-33	-7.23309e-34
295:	4.02652e-34	3.42181e-34
296:	-1.85247e-34	1.28899e-33
297:	-2.15786e-34	-5.50404e-34
298:	5.37352e-34	-1.67945e-34
299:	9.40664e-34	-3.97502e-34
300:	-2.30688e-34	-1.60439e-34
301:	-3.31661e-34	1.63823e-33
302:	7.0247e-34	-2.03868e-34
303:	-1.43419e-34	-5.31997e-34
304:	1.25091e-33	2.00875e-34
305:	1.72059e-33	-7.71044e-34
306:	-1.17075e-33	-5.62089e-34
307:	2.78082e-34	7.80062e-34
308:	1.15762e-34	5.33951e-34
309:	-4.87962e-34	8.56573e-36
310:	1.7244e-35	-2.48169e-34
311:	-6.47776e-35	-6.04419e-34
312:	1.68888e-33	-3.26972e-34
313:	-2.34228e-33	8.43584e-34
314:	-1.54947e-33	6.31246e-34
315:	1.70476e-33	-3.65498e-34
316:	-4.5135e-34	-6.48049e-34
317:	1.58914e-34	-1.02464e-34
318:	-1.46333e-34	6.23171e-34
319:	-2.60727e-34	-4.46953e-34
320:	5.86881e-33	2.6115e-33
321:	3.23406e-33	-4.76788e-33
322:	-7.26016e-34	1.6862e-35
323:	3.24339e-34	-5.57684e-34
324:	1.19306e-33	-9.04991e-35
325:	-1.64553e-33	5.80907e-35
326:	2.48791e-34	-1.57259e-34
327:	-9.43038e-35	5.48041e-34
328:	5.30856e-34	-3.45756e-35
329:	-3.75997e-34	-2.3275e-33
330:	-2.22074e-34	6.30522e-34
331:	5.38327e-34	-2.68052e-34
332:	3.14879e-34	2.32648e-33
333:	-1.3884e-34	-8.86401e-35
334:	4.67618e-34	-1.28082e-34
335:	-4.26833e-34	-8.37749e-34
336:	-2.06695e-33	-6.78856e-34
337:	-4.3516e-34	6.09279e-35
338:	1.09439e-33	-3.78996e-34
339:	1.72573e-34	6.41291e-34
340:	8.41559e-34	2.28765e-34
341:	-6.83924e-34	-4.01306e-34
342:	5.89823e-34	-1.25992e-34
343:	-8.05206e-34	1.09244e-34
344:	1.62782e-33	6.02131e-34
345:	-6.96694e-34	2.22516e-34
346:	-5.18497e-34	1.8386e-34
347:	4.88414e-34	6.51667e-34
348:	-5.7556e-34	-3.23943e-34
349:	-4.65936e-36	8.88223e-34
350:	7.29617e-34	-5.66076e-34
351:	-7.85785e-34	-2.31075e-34
352:	7.18208e-34	-7.57569e-33
353:	2.49026e-33	2.19946e-33
354:	-2.94099e-34	1.78775e-33
